path_length,expanded_nodes_num
75.14213562373094,129
89.69848480983497,340
49.87005768508879,149
71.56854249492376,177
70.25483399593901,129
74.87005768508877,134
47.355339059327356,42
59.2132034355964,79
75.18376618407355,141
64.01219330881975,97
89.4264068711928,220
49.11269837220807,40
56.526911934581165,124
64.15432893255067,61
56.21320343559641,105
46.31370849898477,56
57.25483399593901,78
36.698484809835,53
53.355339059327356,43
54.242640687119284,53
59.25483399593901,149
68.8406204335659,106
37.8700576850888,42
57.62741699796952,103
70.76955262170043,136
47.38477631085023,54
56.55634918610405,62
50.04163056034261,85
54.42640687119284,105
40.21320343559642,34
58.21320343559641,85
55.213203435596405,74
62.213203435596405,103
47.041630560342604,49
40.55634918610404,42
79.254833995939,224
38.79898987322333,33
60.11269837220808,81
63.84062043356591,108
35.698484809835,32
68.21320343559641,187
54.42640687119284,141
33.38477631085024,30
78.76955262170044,153
38.21320343559643,53
104.01219330881972,297
79.76955262170043,129
36.112698372208094,27
40.384776310850235,68
60.48528137423856,124
47.59797974644665,51
50.142135623730944,90
54.254833995939016,66
42.65685424949238,48
66.01219330881972,125
73.04163056034258,124
70.45584412271569,137
84.49747468305829,182
38.48528137423857,39
74.28427124746187,162
61.69848480983497,150
34.041630560342625,27
69.94112549695424,146
68.08326112068521,132
16.071067811865476,19
50.426406871192825,50
57.79898987322332,104
75.59797974644663,128
59.76955262170045,49
45.35533905932737,76
100.66904755831207,364
52.94112549695426,52
47.627416997969505,47
98.32590180780447,203
57.87005768508879,80
88.84062043356589,160
59.55634918610404,70
63.870057685088796,92
49.59797974644665,78
54.112698372208065,56
104.98275605729683,299
42.79898987322333,71
56.62741699796952,74
52.38477631085023,47
52.0416305603426,107
53.35533905932734,52
39.970562748477136,37
43.79898987322332,41
82.11269837220806,212
37.04163056034262,43
43.31370849898476,56
66.28427124746189,98
64.11269837220806,112
48.79898987322331,71
61.526911934581165,97
50.87005768508878,69
51.35533905932737,93
65.69848480983498,121
64.59797974644663,95
50.14213562373094,49
55.89949493661166,84
41.284271247461895,38
62.627416997969505,88
41.79898987322333,41
54.4558441227157,61
103.42640687119281,250
45.284271247461895,49
59.45584412271569,141
90.08326112068518,224
51.79898987322332,84
47.11269837220808,45
44.04163056034261,43
60.727922061357845,81
50.11269837220808,51
52.840620433565924,77
71.15432893255067,109
63.384776310850214,173
65.45584412271569,126
60.14213562373095,63
58.18376618407355,84
40.76955262170047,30
79.87005768508877,201
43.38477631085023,64
61.11269837220807,124
58.42640687119283,74
48.284271247461874,58
46.28427124746188,40
49.52691193458117,45
58.183766184073534,79
53.769552621700456,78
71.98275605729684,77
62.21320343559641,102
36.97056274847714,41
65.59797974644663,84
64.18376618407353,107
